TRP,x,y,version,entry_id,timestamp,reader_initials,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescode,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciescode2,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstree2,species3,speciescode3,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstree3,species4,speciescode4,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstree4,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed
38N6E3,557997.4972,592228.7577,2.1,13071,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,300440,Black oak,BO,Black oak,black oak,Oak,30,N,60,E,32,Burr oak, BR,Bur oak,bur oak,Oak,18,S,80,W,119,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N6E3,558742.8169,591383.2258,2.1,13109,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340400,Burr oak, BR,Bur oak,bur oak,Oak,10,N,4,E,40,Burr oak, BR,Bur oak,bur oak,Oak,12,S,90,W,56,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N6E3,559494.4333,590509.0593,2.1,13111,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,400340,Burr oak, BR,Bur oak,bur oak,Oak,20,N,82,W,100,Burr oak, BR,Bur oak,bur oak,Oak,20,N,1,E,110,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,"Both trees given are Burr oaks 20 in dia, and thus cannot be distinguished for Marlin's TreeDist data, and the order given in the notes was used instead",NA,NA,NA
38N6E3,560266.7866,589665.3468,2.1,13106,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440300,Burr oak, BR,Bur oak,bur oak,Oak,20,S,63,W,8,Burr oak, BR,Bur oak,bur oak,Oak,24,S,76,E,45,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,,NA,NA,NA
38N6E3,561020.7819,588814.3568,2.1,13103,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500240,White oak,WO,White oak,white oak,Oak,10,S,20,W,40,White oak,WO,White oak,white oak,Oak,20,N,80,E,79,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N6E3,561770.6674,587970.2048,2.1,13104,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540200,White oak,WO,White oak,white oak,Oak,30,S,59,E,100,White oak,WO,White oak,white oak,Oak,20,N,30,W,91,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N6E3,561871.4181,589617.0565,2.1,13093,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540300,Burr oak, BR,Bur oak,bur oak,Oak,10,N,45,E,61,Burr oak, BR,Bur oak,bur oak,Oak,24,S,86,W,92,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N6E3,562522.4233,587145.6576,2.1,13112,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,600140,Burr oak, BR,Bur oak,bur oak,Oak,10,S,7,E,252,Burr oak, BR,Bur oak,bur oak,Oak,10,N,6,W,133,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,Checked and Updated AP 10/8/21,NA,NA,NA
38N6E3,562626.0243,588735.1472,2.1,13100,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,600240,White oak,WO,White oak,white oak,Oak,20,S,3,W,30,White oak,WO,White oak,white oak,Oak,18,N,1,E,57,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,,NA,NA,NA
38N6E3,562718.5007,590377.0834,2.1,13051,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,600340,Black oak,BO,Black oak,black oak,Oak,24,S,36,W,23,Burr oak, BR,Bur oak,bur oak,Oak,12,N,15,E,51,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,,NA,NA,NA
38N6E3,563375.6333,587900.1429,2.1,13102,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,640200,White oak,WO,White oak,white oak,Oak,36,N,76,E,46,Burr oak, BR,Bur oak,bur oak,Oak,24,S,74,W,110,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N6E3,563482.4954,589532.7089,2.1,13097,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,640300,White oak,WO,White oak,white oak,Oak,20,S,80,E,123,White oak,WO,White oak,white oak,Oak,20,N,37,W,102,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,"Both trees are White oaks 20 in dia, so they cannot be distinguished for Marlin's TreeDist data, so the order given in the notes was used instead",NA,NA,NA
38N6E3,563565.629,591142.9624,2.1,13096,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,640400,Burr oak, BR,Bur oak,bur oak,Oak,20,N,83,W,88,Burr oak, BR,Bur oak,bur oak,Oak,30,S,46,E,164,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,,NA,NA,NA
38N6E3,564085.4247,586251.0083,2.1,13013,NA,Ian Shuman,E.S. Prescott,392,NA,1837,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,Township,700100,Black walnut, BW,Black walnut,black walnut,Walnut,6,N,30,E,42,Basswood, BD,Basswood,basswood,Basswood,18,N,56,W,46,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,"Marlin had both trees entered twice in his entry, as well as an extra entry with an Elm 24 in dia and a Basswood 18 in dia that were not in the notes, the Basswood is given in the notes as a ""Lynn"" which is the same thing.  Checked and Updated AP 10/8/21",NA,NA,NA
38N6E3,564127.2041,587056.0701,2.1,13081,NA,Ian Shuman,James Thompson,433,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,700140,Black oak,BO,Black oak,black oak,Oak,28,S,74,W,75,White oak,WO,White oak,white oak,Oak,12,N,65,W,64,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N6E3,564180.8126,587869.9944,2.1,13099,NA,Ian Shuman,James Thompson,433,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,700200,White oak,WO,White oak,white oak,Oak,24,S,84,W,64,Burr oak, BR,Bur oak,bur oak,Oak,28,N,70,W,84,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,"Marlin had a White oak 20 in dia in this entry instead of the Burr oak 28 that was in the notes, Marlin also had an extra entry at this loction with a White oak 20 in dia that was again not in the notes.  Checked and Updated AP 10/8/21",NA,NA,NA
38N6E3,564231.1342,588673.9059,2.1,13101,NA,Ian Shuman,James Thompson,433,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,700240,Hickory, HI,Hickory,hickory,Hickory,12,N,74,W,83,Burr oak, BR,Bur oak,bur oak,Oak,24,S,78,W,146,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,,NA,NA,NA
38N6E3,564284.0754,589492.687,2.1,13053,NA,Ian Shuman,James Thompson,433,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,700300,Black oak,BO,Black oak,black oak,Oak,24,S,20,W,43,Burr oak, BR,Bur oak,bur oak,Oak,20,N,36,W,39,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,Marlin had an extra entry at this location with a Black oak 20 in dia and a Burr oak 20 in dia that were not in the notes,NA,NA,NA
38N6E3,564327.4185,590289.5023,2.1,13095,NA,Ian Shuman,James Thompson,433,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,700340,Burr oak, BR,Bur oak,bur oak,Oak,12,N,79,W,409,Burr oak, BR,Bur oak,bur oak,Oak,12,S,72,W,463,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,"Both trees given are Burr oaks 12 in dia, so they cannot be distinguished for Marlin's TreeDist data, used the order given in the notes instead",NA,NA,NA
38N6E3,564371.4922,591099.9101,2.1,13094,NA,Ian Shuman,James Thompson,433,NA,1839,Illinois,Kane,3,3,38,N,6,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,700400,Burr oak, BR,Bur oak,bur oak,Oak,10,S,86,W,204,Burr oak, BR,Bur oak,bur oak,Oak,12,N,82,W,215,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,,NA,NA,NA
38N7E3,564732.3219,587846.5663,2.1,13221,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140200,Burr oak, BR,Bur oak,bur oak,Oak,40,S,58,E,16,Burr oak, BR,Bur oak,bur oak,Oak,10,N,80,W,96,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N7E3,564818.6611,589468.0658,2.1,13220,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140300,Hickory, HI,Hickory,hickory,Hickory,12,N,54,E,75,Burr oak, BR,Bur oak,bur oak,Oak,12,S,58,W,79,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
38N7E3,568328.4798,594146.5631,2.1,13218,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340600,Burr oak, BR,Bur oak,bur oak,Oak,12,N,22,W,24,Burr oak, BR,Bur oak,bur oak,Oak,30,S,56,E,22,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,,NA,NA,NA
38N7E3,569076.9315,593294.9275,2.1,13209,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,400540,Sugar maple, SU,Sugar maple,sugar maple,Maple,20,N,81,W,111,Black walnut, BW,Black walnut,black walnut,Walnut,24,S,14,E,14,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,"Sugar maple is marked in the notes as a ""Sugar Tree"". Checked and Updated AP 9/8/21",NA,NA,NA
38N7E3,569846.646,592443.8625,2.1,13211,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,440500,Burr oak, BR,Bur oak,bur oak,Oak,20,S,88,E,140,White oak,WO,White oak,white oak,Oak,20,N,81,W,220,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,,NA,NA,NA
38N7E3,570707.6553,593209.7867,2.1,13210,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500540,White oak,WO,White oak,white oak,Oak,20,N,62,E,18,White oak,WO,White oak,white oak,Oak,20,S,62,W,64,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,"Both trees are White oaks 20 in dia and cannot be distinguished for Marlin's TreeDist data, so the order given in the notes was used instead",NA,NA,NA
38N7E3,571468.33,592371.967,2.1,13217,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540500,White oak,WO,White oak,white oak,Oak,24,N,77,E,160,Red oak, RO,Red oak,red oak,Oak,20,S,27,W,164,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,,NA,NA,NA
38N7E3,571562.9599,593978.8134,2.1,13219,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540600,Burr oak, BR,Bur oak,bur oak,Oak,18,N,2,E,437,Burr oak, BR,Bur oak,bur oak,Oak,12,S,16,W,116,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,,NA,NA,NA
38N7E3,572231.2139,591535.3774,2.1,13215,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,600440,Burr oak, BR,Bur oak,bur oak,Oak,18,N,52,E,36,Elm, EL,Elm,elm,Elm,12,S,60,W,51,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,,NA,NA,NA
38N7E3,572323.051,593146.8657,2.1,13213,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,600540,White oak,WO,White oak,white oak,Oak,10,S,23,W,43,White oak,WO,White oak,white oak,Oak,10,N,19,E,28,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,"Both trees are White oaks 10 in dia which cannot be distinguished for Marlin's TreeDist data, so the order given in the notes was used",NA,NA,NA
38N7E3,573103.8855,592303.5644,2.1,13214,NA,Ian Shuman,John P. Thompson,434,NA,1839,Illinois,Kane,3,3,38,N,7,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,640500,Elm, EL,Elm,elm,Elm,12,S,24,W,21,Burr oak, BR,Bur oak,bur oak,Oak,10,N,71,W,68,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,,NA,NA,NA
38N9E3,584135.0304,593482.5416,2.1,13327,NA,Annie Pappas,WLD Ewing,446,NA,1840,Illinois,Du Page,3,3,38,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140600,Sugar tree, SU,Sugar tree,sugar tree,Maple,15,S,32,W,7,Ash, AX,Ash,ash,Ash,8,N,81,E,20,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,"Martin's notes say tree 1 is Sugar maple, the PLS notes say sugar tree. Degree2 was originally deemed illegible, but it is pretty clearly 81, Checked and updated IS 6-6-21",NA,NA,NA
38N9E3,584991.5491,594273.9398,2.1,13329,NA,Annie Pappas,WLD Ewing,446,NA,1840,Illinois,Du Page,3,3,38,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200640,Red oak, RO,Red oak,red oak,Oak,14,S,42,E,21,Red oak, RO,Red oak,red oak,Oak,8,S,67,W,14,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,,NA,NA,NA
38N9E3,589811.3344,594032.76,2.1,13325,NA,Annie Pappas,WLD Ewing,446,NA,1840,Illinois,Du Page,3,3,38,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500640,Burr oak, BR,Bur oak,bur oak,Oak,18,N,70,W,34,Red oak, RO,Red oak,red oak,Oak,24,S,35,E,42,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,,NA,NA,NA
38N9E3,590407.3117,591537.173,2.1,13306,NA,Annie Pappas,WLD Ewing,446,NA,1840,Illinois,Du Page,3,3,38,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540500,White ash, WA,White ash,white ash,Ash,15,S,5,E,33,Red oak, RO,Red oak,red oak,Oak,36,S,22,E,34,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; river/creek,NA,"Martin's notes only list one tree, but the PLS notes list two. June 6th 1840",NA,NA,NA
38N9E3,590578.4913,593171.8933,2.1,13233,NA,Annie Pappas,WLD Ewing,446,NA,1840,Illinois,Du Page,3,3,38,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540600,White oak,WO,White oak,white oak,Oak,12,N,46,E,46,White oak,WO,White oak,white oak,Oak,12,S,6,W,5,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; marsh,NA,,NA,NA,NA
38N9E3,591172.737,590711.5719,2.1,13304,NA,Annie Pappas,WLD Ewing,446,NA,1840,Illinois,Du Page,3,3,38,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,600440,Basswood, BD,Basswood,basswood,Basswood,18,S,14,W,20,Blue beech,HO,Ironwood,ironwood,Ironwood,6,N,83,W,24,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,"June 4 1840. The PLS notes say tree 1 is a Lynn, while Martin's notes say Basswood, but these trees are the same.",NA,NA,NA
38N9E3,591955.4119,589879.3669,2.1,13326,NA,Annie Pappas,WLD Ewing,446,NA,1840,Illinois,Du Page,3,3,38,N,9,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,640400,Elm, EL,Elm,elm,Elm,14,N,1,W,2,Quaking aspen,AS,Aspen,aspen,Poplar,6,S,27,E,24,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,,NA,NA,NA
39N10E3,593668.8417,594683.9916,2.1,13428,NA,Ian Shuman,Thomas Iron,446,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140100,Burr oak, BR,Bur oak,bur oak,Oak,14,N,10,W,19,Burr oak, BR,Bur oak,bur oak,Oak,12,N,60,E,16,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; timber,NA,,NA,NA,NA
39N10E3,593753.9521,596310.3749,2.1,13434,NA,Ian Shuman,W.L.D. Ewing,447,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140200,White oak,WO,White oak,white oak,Oak,20,N,47,W,89,Red oak, RO,Red oak,red oak,Oak,24,N,21,W,100,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,Marlin did not have the red oak in his notes,NA,NA,NA
39N10E3,593839.3128,597963.6812,2.1,13330,NA,Ian Shuman,W.L.D. Ewing,447,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,140300,White oak,WO,White oak,white oak,Oak,15,N,20,W,29,White oak,WO,White oak,white oak,Oak,14,S,43,E,38,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,prairie,NA,This post was missing entirely from Marlin's data,NA,NA,NA
39N10E3,594472.7985,594711.5193,2.1,13425,NA,Ian Shuman,Thomas Iron,446,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,200100,Burr oak, BR,Bur oak,bur oak,Oak,24,N,8,W,32,Burr oak, BR,Bur oak,bur oak,Oak,15,N,45,E,307,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,Marlin had a second entry with Bur oaks of 15 and 18 in dia that were not in the Hubtack notes,NA,NA,NA
39N10E3,594518.1841,595530.6481,2.1,13433,NA,Ian Shuman,W.L.D. Ewing,447,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,200140,Hickory, HI,Hickory,hickory,Hickory,12,S,30,E,34,White oak,WO,White oak,white oak,Oak,18,N,77,W,33,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Woodland; timber,NA,,NA,NA,NA
39N10E3,596883.4468,594614.2599,2.1,13337,NA,Ian Shuman,Thomas Iron,446,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,340100,Burr oak, BR,Bur oak,bur oak,Oak,14,N,73,W,133,,,,NA,NA,0,,0,,0,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; prairie,NA,Only one tree given,NA,NA,NA
39N10E3,599348.3412,595342.068,2.1,13431,NA,Ian Shuman,W.L.D. Ewing,447,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,500140,White oak,WO,White oak,white oak,Oak,16,S,66,W,14,White oak,WO,White oak,white oak,Oak,18,S,35,E,44,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,,NA,NA,NA
39N10E3,600099.2531,594491.5344,2.1,13335,NA,Ian Shuman,Thomas Iron,446,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540100,Burr oak, BR,Bur oak,bur oak,Oak,14,N,70,W,24.5,Burr oak, BR,Bur oak,bur oak,Oak,10,N,23,E,71,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Savanna; prairie,NA,,NA,NA,NA
39N10E3,600603.9168,602627.6018,2.1,13429,NA,Ian Shuman,W.L.D. Ewing,447,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,(1/4) Section,540600,White oak,WO,White oak,white oak,Oak,12,S,20,E,28,White oak,WO,White oak,white oak,Oak,10,N,67,W,16,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Forest; timber,NA,,NA,NA,NA
39N10E3,600903.7889,594466.3018,2.1,13426,NA,Ian Shuman,Thomas Iron,446,NA,1840,Illinois,Du Page,3,3,39,N,10,E,NA,NA,NA,NA,NA,NA,NA,NA,Section,600100,Burr oak, BR,Bur oak,bur oak,Oak,12,N,15,W,305,Burr oak, BR,Bur oak,bur oak,Oak,10,N,43,E,212,,,,NA,NA,NA,,NA,,NA,,,,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,Open Savanna; timber,NA,,NA,NA,NA
